token,kind,render_bucket,baseline_line,manuscript_section,source_anchor,baseline_excerpt_norm,baseline_excerpt_sha256,resolution,reason,claim_ids
0.101,decimal,COMMENTED,2675,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% \latesttext{Surrogate} & \latesttext{$\approx0.01$} & \latesttext{0.904} & \latesttext{\$78,620} & \latesttext{\textbf",e1c4ab472a72e5fec1172b6338c6fb32afe4ff886d741baad753bb87dcb013a7,NOT_RENDERED,COMMENTED,
0.910,decimal,COMMENTED,2675,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% \latesttext{Surrogate} & \latesttext{$\approx0.01$} & \latesttext{0.904} & \latesttext{\$78,620} & \latesttext{\textbf",e1c4ab472a72e5fec1172b6338c6fb32afe4ff886d741baad753bb87dcb013a7,NOT_RENDERED,COMMENTED,
27.4,decimal,COMMENTED,2675,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% \latesttext{Surrogate} & \latesttext{$\approx0.01$} & \latesttext{0.904} & \latesttext{\$78,620} & \latesttext{\textbf",e1c4ab472a72e5fec1172b6338c6fb32afe4ff886d741baad753bb87dcb013a7,NOT_RENDERED,COMMENTED,
0.1,decimal,COMMENTED,2676,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.1$}\latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \oldtext{\textit",ca68b4338c830a3d6a2e0762706d5c4c36a2a63ba93eae72fa94f6b466c3aabd,NOT_RENDERED,COMMENTED,
0.905,decimal,COMMENTED,2676,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.1$}\latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \oldtext{\textit",ca68b4338c830a3d6a2e0762706d5c4c36a2a63ba93eae72fa94f6b466c3aabd,NOT_RENDERED,COMMENTED,
"78,546",int_ge_1000,COMMENTED,2676,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.1$}\latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \oldtext{\textit",ca68b4338c830a3d6a2e0762706d5c4c36a2a63ba93eae72fa94f6b466c3aabd,NOT_RENDERED,COMMENTED,
20.6,decimal,COMMENTED,2676,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.1$}\latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \oldtext{\textit",ca68b4338c830a3d6a2e0762706d5c4c36a2a63ba93eae72fa94f6b466c3aabd,NOT_RENDERED,COMMENTED,
0.279,decimal,COMMENTED,2676,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.1$}\latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \oldtext{\textit",ca68b4338c830a3d6a2e0762706d5c4c36a2a63ba93eae72fa94f6b466c3aabd,NOT_RENDERED,COMMENTED,
1.074,decimal,COMMENTED,2676,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.1$}\latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \oldtext{\textit",ca68b4338c830a3d6a2e0762706d5c4c36a2a63ba93eae72fa94f6b466c3aabd,NOT_RENDERED,COMMENTED,
0.095,decimal,COMMENTED,2676,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.1$}\latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \oldtext{\textit",ca68b4338c830a3d6a2e0762706d5c4c36a2a63ba93eae72fa94f6b466c3aabd,NOT_RENDERED,COMMENTED,
0.914,decimal,COMMENTED,2676,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.1$}\latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \oldtext{\textit",ca68b4338c830a3d6a2e0762706d5c4c36a2a63ba93eae72fa94f6b466c3aabd,NOT_RENDERED,COMMENTED,
24.7,decimal,COMMENTED,2676,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.1$}\latesttext{$0.1$} & \textbf{0.905}\textsuperscript{*} & \$78,546 & \oldtext{\textit",ca68b4338c830a3d6a2e0762706d5c4c36a2a63ba93eae72fa94f6b466c3aabd,NOT_RENDERED,COMMENTED,
0.908,decimal,COMMENTED,2677,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.954$}\latesttext{$\approx1$} & \textbf{0.908}\textsuperscript{*} & \textbf{\$78,196}\te",449466f099ee13623d930e69870c74bc23c3efb985e02576b2874da10a63c5bb,NOT_RENDERED,COMMENTED,
"78,196",int_ge_1000,COMMENTED,2677,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.954$}\latesttext{$\approx1$} & \textbf{0.908}\textsuperscript{*} & \textbf{\$78,196}\te",449466f099ee13623d930e69870c74bc23c3efb985e02576b2874da10a63c5bb,NOT_RENDERED,COMMENTED,
20.4,decimal,COMMENTED,2677,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.954$}\latesttext{$\approx1$} & \textbf{0.908}\textsuperscript{*} & \textbf{\$78,196}\te",449466f099ee13623d930e69870c74bc23c3efb985e02576b2874da10a63c5bb,NOT_RENDERED,COMMENTED,
0.284,decimal,COMMENTED,2677,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.954$}\latesttext{$\approx1$} & \textbf{0.908}\textsuperscript{*} & \textbf{\$78,196}\te",449466f099ee13623d930e69870c74bc23c3efb985e02576b2874da10a63c5bb,NOT_RENDERED,COMMENTED,
1.060,decimal,COMMENTED,2677,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.954$}\latesttext{$\approx1$} & \textbf{0.908}\textsuperscript{*} & \textbf{\$78,196}\te",449466f099ee13623d930e69870c74bc23c3efb985e02576b2874da10a63c5bb,NOT_RENDERED,COMMENTED,
0.062,decimal,COMMENTED,2677,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.954$}\latesttext{$\approx1$} & \textbf{0.908}\textsuperscript{*} & \textbf{\$78,196}\te",449466f099ee13623d930e69870c74bc23c3efb985e02576b2874da10a63c5bb,NOT_RENDERED,COMMENTED,
0.932,decimal,COMMENTED,2677,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.954$}\latesttext{$\approx1$} & \textbf{0.908}\textsuperscript{*} & \textbf{\$78,196}\te",449466f099ee13623d930e69870c74bc23c3efb985e02576b2874da10a63c5bb,NOT_RENDERED,COMMENTED,
15.3,decimal,COMMENTED,2677,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx0.954$}\latesttext{$\approx1$} & \textbf{0.908}\textsuperscript{*} & \textbf{\$78,196}\te",449466f099ee13623d930e69870c74bc23c3efb985e02576b2874da10a63c5bb,NOT_RENDERED,COMMENTED,
0.905,decimal,COMMENTED,2678,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx10.481$}\latesttext{$\approx10$} & \textbf{0.905}\textsuperscript{*} & \$81,075 & \oldtex",0968e4038cb55db99f2e577f329f0d0ac765771e7402a6b109cdc469aa097230,NOT_RENDERED,COMMENTED,
"81,075",int_ge_1000,COMMENTED,2678,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx10.481$}\latesttext{$\approx10$} & \textbf{0.905}\textsuperscript{*} & \$81,075 & \oldtex",0968e4038cb55db99f2e577f329f0d0ac765771e7402a6b109cdc469aa097230,NOT_RENDERED,COMMENTED,
20.9,decimal,COMMENTED,2678,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx10.481$}\latesttext{$\approx10$} & \textbf{0.905}\textsuperscript{*} & \$81,075 & \oldtex",0968e4038cb55db99f2e577f329f0d0ac765771e7402a6b109cdc469aa097230,NOT_RENDERED,COMMENTED,
0.310,decimal,COMMENTED,2678,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx10.481$}\latesttext{$\approx10$} & \textbf{0.905}\textsuperscript{*} & \$81,075 & \oldtex",0968e4038cb55db99f2e577f329f0d0ac765771e7402a6b109cdc469aa097230,NOT_RENDERED,COMMENTED,
1.033,decimal,COMMENTED,2678,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx10.481$}\latesttext{$\approx10$} & \textbf{0.905}\textsuperscript{*} & \$81,075 & \oldtex",0968e4038cb55db99f2e577f329f0d0ac765771e7402a6b109cdc469aa097230,NOT_RENDERED,COMMENTED,
0.000,decimal,COMMENTED,2678,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx10.481$}\latesttext{$\approx10$} & \textbf{0.905}\textsuperscript{*} & \$81,075 & \oldtex",0968e4038cb55db99f2e577f329f0d0ac765771e7402a6b109cdc469aa097230,NOT_RENDERED,COMMENTED,
0.967,decimal,COMMENTED,2678,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx10.481$}\latesttext{$\approx10$} & \textbf{0.905}\textsuperscript{*} & \$81,075 & \oldtex",0968e4038cb55db99f2e577f329f0d0ac765771e7402a6b109cdc469aa097230,NOT_RENDERED,COMMENTED,
2.0,decimal,COMMENTED,2678,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & \oldtext{$\approx10.481$}\latesttext{$\approx10$} & \textbf{0.905}\textsuperscript{*} & \$81,075 & \oldtex",0968e4038cb55db99f2e577f329f0d0ac765771e7402a6b109cdc469aa097230,NOT_RENDERED,COMMENTED,
100,int_mid,COMMENTED,2679,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & 100 & 0.900 & \$85,257 & \oldtext{\textit{source}}\latesttext{22.0\%} & \oldtext{\textit{source}}\latestte",3c3decfef9b5877b7713c35fb5ec5627eb858ffebaaa0e934c76c152a0433e1a,NOT_RENDERED,COMMENTED,
0.900,decimal,COMMENTED,2679,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & 100 & 0.900 & \$85,257 & \oldtext{\textit{source}}\latesttext{22.0\%} & \oldtext{\textit{source}}\latestte",3c3decfef9b5877b7713c35fb5ec5627eb858ffebaaa0e934c76c152a0433e1a,NOT_RENDERED,COMMENTED,
"85,257",int_ge_1000,COMMENTED,2679,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & 100 & 0.900 & \$85,257 & \oldtext{\textit{source}}\latesttext{22.0\%} & \oldtext{\textit{source}}\latestte",3c3decfef9b5877b7713c35fb5ec5627eb858ffebaaa0e934c76c152a0433e1a,NOT_RENDERED,COMMENTED,
22.0,decimal,COMMENTED,2679,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & 100 & 0.900 & \$85,257 & \oldtext{\textit{source}}\latesttext{22.0\%} & \oldtext{\textit{source}}\latestte",3c3decfef9b5877b7713c35fb5ec5627eb858ffebaaa0e934c76c152a0433e1a,NOT_RENDERED,COMMENTED,
0.336,decimal,COMMENTED,2679,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & 100 & 0.900 & \$85,257 & \oldtext{\textit{source}}\latesttext{22.0\%} & \oldtext{\textit{source}}\latestte",3c3decfef9b5877b7713c35fb5ec5627eb858ffebaaa0e934c76c152a0433e1a,NOT_RENDERED,COMMENTED,
1.020,decimal,COMMENTED,2679,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & 100 & 0.900 & \$85,257 & \oldtext{\textit{source}}\latesttext{22.0\%} & \oldtext{\textit{source}}\latestte",3c3decfef9b5877b7713c35fb5ec5627eb858ffebaaa0e934c76c152a0433e1a,NOT_RENDERED,COMMENTED,
0.030,decimal,COMMENTED,2679,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & 100 & 0.900 & \$85,257 & \oldtext{\textit{source}}\latesttext{22.0\%} & \oldtext{\textit{source}}\latestte",3c3decfef9b5877b7713c35fb5ec5627eb858ffebaaa0e934c76c152a0433e1a,NOT_RENDERED,COMMENTED,
0.987,decimal,COMMENTED,2679,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & 100 & 0.900 & \$85,257 & \oldtext{\textit{source}}\latesttext{22.0\%} & \oldtext{\textit{source}}\latestte",3c3decfef9b5877b7713c35fb5ec5627eb858ffebaaa0e934c76c152a0433e1a,NOT_RENDERED,COMMENTED,
1.7,decimal,COMMENTED,2679,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"% Surrogate & 100 & 0.900 & \$85,257 & \oldtext{\textit{source}}\latesttext{22.0\%} & \oldtext{\textit{source}}\latestte",3c3decfef9b5877b7713c35fb5ec5627eb858ffebaaa0e934c76c152a0433e1a,NOT_RENDERED,COMMENTED,
0.01,decimal,COMMENTED,2686,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \oldtext{Display anchors are fixed presentation anchors and are not selected on the basis of observed performance. Pos,8601caff9368a8e220ab246b1a9838bdec55af2d460557e2c9de234ed5ba3710,NOT_RENDERED,COMMENTED,
0.1,decimal,COMMENTED,2686,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \oldtext{Display anchors are fixed presentation anchors and are not selected on the basis of observed performance. Pos,8601caff9368a8e220ab246b1a9838bdec55af2d460557e2c9de234ed5ba3710,NOT_RENDERED,COMMENTED,
1,int_small,COMMENTED,2686,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \oldtext{Display anchors are fixed presentation anchors and are not selected on the basis of observed performance. Pos,8601caff9368a8e220ab246b1a9838bdec55af2d460557e2c9de234ed5ba3710,NOT_RENDERED,COMMENTED,
"10,100",int_ge_1000,COMMENTED,2686,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \oldtext{Display anchors are fixed presentation anchors and are not selected on the basis of observed performance. Pos,8601caff9368a8e220ab246b1a9838bdec55af2d460557e2c9de234ed5ba3710,NOT_RENDERED,COMMENTED,
0.0104811,decimal,COMMENTED,2686,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \oldtext{Display anchors are fixed presentation anchors and are not selected on the basis of observed performance. Pos,8601caff9368a8e220ab246b1a9838bdec55af2d460557e2c9de234ed5ba3710,NOT_RENDERED,COMMENTED,
0.1,decimal,COMMENTED,2686,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \oldtext{Display anchors are fixed presentation anchors and are not selected on the basis of observed performance. Pos,8601caff9368a8e220ab246b1a9838bdec55af2d460557e2c9de234ed5ba3710,NOT_RENDERED,COMMENTED,
0.954095,decimal,COMMENTED,2686,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \oldtext{Display anchors are fixed presentation anchors and are not selected on the basis of observed performance. Pos,8601caff9368a8e220ab246b1a9838bdec55af2d460557e2c9de234ed5ba3710,NOT_RENDERED,COMMENTED,
10.4811,decimal,COMMENTED,2686,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \oldtext{Display anchors are fixed presentation anchors and are not selected on the basis of observed performance. Pos,8601caff9368a8e220ab246b1a9838bdec55af2d460557e2c9de234ed5ba3710,NOT_RENDERED,COMMENTED,
100,int_mid,COMMENTED,2686,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \oldtext{Display anchors are fixed presentation anchors and are not selected on the basis of observed performance. Pos,8601caff9368a8e220ab246b1a9838bdec55af2d460557e2c9de234ed5ba3710,NOT_RENDERED,COMMENTED,
2,int_small,COMMENTED,2687,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \latesttext{Formatting comparisons are evaluated using the unrounded canonical values; entries that appear equal after,d0c9ea17c90f31ff790b6c4fbf4a659dbd584a655e5d431451a502e13547fc9a,NOT_RENDERED,COMMENTED,
0.98,decimal,COMMENTED,2687,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \latesttext{Formatting comparisons are evaluated using the unrounded canonical values; entries that appear equal after,d0c9ea17c90f31ff790b6c4fbf4a659dbd584a655e5d431451a502e13547fc9a,NOT_RENDERED,COMMENTED,
1.03,decimal,COMMENTED,2687,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \latesttext{Formatting comparisons are evaluated using the unrounded canonical values; entries that appear equal after,d0c9ea17c90f31ff790b6c4fbf4a659dbd584a655e5d431451a502e13547fc9a,NOT_RENDERED,COMMENTED,
0.05,decimal,COMMENTED,2687,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \latesttext{Formatting comparisons are evaluated using the unrounded canonical values; entries that appear equal after,d0c9ea17c90f31ff790b6c4fbf4a659dbd584a655e5d431451a502e13547fc9a,NOT_RENDERED,COMMENTED,
0.05,decimal,COMMENTED,2687,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \latesttext{Formatting comparisons are evaluated using the unrounded canonical values; entries that appear equal after,d0c9ea17c90f31ff790b6c4fbf4a659dbd584a655e5d431451a502e13547fc9a,NOT_RENDERED,COMMENTED,
0.95,decimal,COMMENTED,2687,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \latesttext{Formatting comparisons are evaluated using the unrounded canonical values; entries that appear equal after,d0c9ea17c90f31ff790b6c4fbf4a659dbd584a655e5d431451a502e13547fc9a,NOT_RENDERED,COMMENTED,
1.05,decimal,COMMENTED,2687,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \latesttext{Formatting comparisons are evaluated using the unrounded canonical values; entries that appear equal after,d0c9ea17c90f31ff790b6c4fbf4a659dbd584a655e5d431451a502e13547fc9a,NOT_RENDERED,COMMENTED,
10,int_small,COMMENTED,2687,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \latesttext{Formatting comparisons are evaluated using the unrounded canonical values; entries that appear equal after,d0c9ea17c90f31ff790b6c4fbf4a659dbd584a655e5d431451a502e13547fc9a,NOT_RENDERED,COMMENTED,
10,int_small,COMMENTED,2687,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,% \latesttext{Formatting comparisons are evaluated using the unrounded canonical values; entries that appear equal after,d0c9ea17c90f31ff790b6c4fbf4a659dbd584a655e5d431451a502e13547fc9a,NOT_RENDERED,COMMENTED,
0.799,decimal,ACTIVE,2716,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Linear regression & -- & 0.799 & \$90,092 & 24.1\% & 0.322 & \textbf{1.042} & \textbf{-0.016} & \textbf{0.975} & \textbf",05811ac576a666d98bf29a866e2dc6ac3c504a29af3445c8f425a02d54882539,FLAGGED_UNSUPPORTED,no frozen source,
"90,092",int_ge_1000,ACTIVE,2716,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Linear regression & -- & 0.799 & \$90,092 & 24.1\% & 0.322 & \textbf{1.042} & \textbf{-0.016} & \textbf{0.975} & \textbf",05811ac576a666d98bf29a866e2dc6ac3c504a29af3445c8f425a02d54882539,FLAGGED_UNSUPPORTED,no frozen source,
24.1,decimal,ACTIVE,2716,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Linear regression & -- & 0.799 & \$90,092 & 24.1\% & 0.322 & \textbf{1.042} & \textbf{-0.016} & \textbf{0.975} & \textbf",05811ac576a666d98bf29a866e2dc6ac3c504a29af3445c8f425a02d54882539,FLAGGED_UNSUPPORTED,no frozen source,
0.322,decimal,ACTIVE,2716,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Linear regression & -- & 0.799 & \$90,092 & 24.1\% & 0.322 & \textbf{1.042} & \textbf{-0.016} & \textbf{0.975} & \textbf",05811ac576a666d98bf29a866e2dc6ac3c504a29af3445c8f425a02d54882539,FLAGGED_UNSUPPORTED,no frozen source,
1.042,decimal,ACTIVE,2716,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Linear regression & -- & 0.799 & \$90,092 & 24.1\% & 0.322 & \textbf{1.042} & \textbf{-0.016} & \textbf{0.975} & \textbf",05811ac576a666d98bf29a866e2dc6ac3c504a29af3445c8f425a02d54882539,FLAGGED_UNSUPPORTED,no frozen source,
0.016,decimal,ACTIVE,2716,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Linear regression & -- & 0.799 & \$90,092 & 24.1\% & 0.322 & \textbf{1.042} & \textbf{-0.016} & \textbf{0.975} & \textbf",05811ac576a666d98bf29a866e2dc6ac3c504a29af3445c8f425a02d54882539,FLAGGED_UNSUPPORTED,no frozen source,
0.975,decimal,ACTIVE,2716,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Linear regression & -- & 0.799 & \$90,092 & 24.1\% & 0.322 & \textbf{1.042} & \textbf{-0.016} & \textbf{0.975} & \textbf",05811ac576a666d98bf29a866e2dc6ac3c504a29af3445c8f425a02d54882539,FLAGGED_UNSUPPORTED,no frozen source,
11.6,decimal,ACTIVE,2716,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Linear regression & -- & 0.799 & \$90,092 & 24.1\% & 0.322 & \textbf{1.042} & \textbf{-0.016} & \textbf{0.975} & \textbf",05811ac576a666d98bf29a866e2dc6ac3c504a29af3445c8f425a02d54882539,FLAGGED_UNSUPPORTED,no frozen source,
0.894,decimal,ACTIVE,2717,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,SOURCED,,N-baseline-R2P-heldout
"75,655",int_ge_1000,ACTIVE,2717,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,SOURCED,,N-baseline-MAEP-heldout
21.2,decimal,ACTIVE,2717,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,SOURCED,,N-baseline-MAPEP-heldout
0.289,decimal,ACTIVE,2717,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,SOURCED,,N-baseline-RMSElogP-heldout
1.069,decimal,ACTIVE,2717,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,SOURCED,,N-baseline-PRD-heldout;N-path-PRD-direct_rho_0p954095-forward_2025
0.091,decimal,ACTIVE,2717,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,SOURCED,,N-baseline-PRB-heldout
0.923,decimal,ACTIVE,2717,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,SOURCED,,N-baseline-MKI-heldout
26.5,decimal,ACTIVE,2717,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"Ordinary LightGBM & -- & \textbf{0.894} & \textbf{\$75,655} & \textbf{21.2\%} & \textbf{0.289} & 1.069 & -0.091 & 0.923 ",662ba5072dac7fd0e5ab99871e5bad5f46e4f9e9da4d49a3a3028465219b5d68,SOURCED,,N-baseline-VEI-heldout
0.893,decimal,ACTIVE,2721,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"\latesttext{Direct} & \latesttext{$\approx0.01$} & \latesttext{0.893} & \latesttext{\$76,058} & \latesttext{21.2\%} & \l",b855abc1524b1db15e1975f2828845b3198c08f133d8f6d51f6092649e16acd7,FLAGGED_UNSUPPORTED,no frozen source,
"76,058",int_ge_1000,ACTIVE,2721,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"\latesttext{Direct} & \latesttext{$\approx0.01$} & \latesttext{0.893} & \latesttext{\$76,058} & \latesttext{21.2\%} & \l",b855abc1524b1db15e1975f2828845b3198c08f133d8f6d51f6092649e16acd7,FLAGGED_UNSUPPORTED,no frozen source,
21.2,decimal,ACTIVE,2721,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"\latesttext{Direct} & \latesttext{$\approx0.01$} & \latesttext{0.893} & \latesttext{\$76,058} & \latesttext{21.2\%} & \l",b855abc1524b1db15e1975f2828845b3198c08f133d8f6d51f6092649e16acd7,SOURCED,,N-baseline-MAPEP-heldout
0.290,decimal,ACTIVE,2721,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"\latesttext{Direct} & \latesttext{$\approx0.01$} & \latesttext{0.893} & \latesttext{\$76,058} & \latesttext{21.2\%} & \l",b855abc1524b1db15e1975f2828845b3198c08f133d8f6d51f6092649e16acd7,SOURCED,,N-path-RMSElogP-direct_rho_0p954095-heldout
1.069,decimal,ACTIVE,2721,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"\latesttext{Direct} & \latesttext{$\approx0.01$} & \latesttext{0.893} & \latesttext{\$76,058} & \latesttext{21.2\%} & \l",b855abc1524b1db15e1975f2828845b3198c08f133d8f6d51f6092649e16acd7,SOURCED,,N-baseline-PRD-heldout;N-path-PRD-direct_rho_0p954095-forward_2025
0.089,decimal,ACTIVE,2721,subsection: What the Final Augmented Regularization Paths Show,tab:path_anchor_summary,"\latesttext{Direct} & \latesttext{$\approx0.01$} & \latesttext{0.893} & \latesttext{\$76,058} & \latesttext{21.2\%} & \l",b855abc1524b1db15e1975f2828845b3198c08f133d8f6d51f6092649e16acd7,SOURCED,,N-anchor-PRB-Direct-0.0104811313415468-heldout
